income,house_price,age,height,car_price,education_years,work_hours,social_media_followers,screen_time,vacation_expenditure
168691452.21168044,1117484085.2618217,26.82825034431888,162.723079226451,51371703.201667085,15.663517471898434,38.61380461260381,145576.85422802213,149.92589465788356,3542032.8050614004
115322054.17752266,588127386.29058,10.374249834142319,153.58859977906124,16996321.71075791,18.07660042880267,38.711946302465634,264772.71768757113,206.5850889063354,1172653.8720540702
265810973.56134897,15257685220.89148,21.570424893203295,148.43215215810224,141546193.24547195,9.587075500434619,45.87116269429188,50686.00152399685,153.33001418084038,1909575.2947032452
6315471.821662386,2452819468.4535265,36.36295199210162,168.2865819707926,105524279.01244742,17.3327079521207,39.89844717808048,125534.74502637982,149.50866868181882,1576309.5673173666
11242195.218801498,10190968634.140614,43.82922749625827,183.38235661322778,49142292.77082843,15.672139376926305,34.653167378762504,160203.22926757246,182.67340133476887,10502404.597889068
63300243.27554196,1564959650.8592367,17.48697916905185,184.34640354799822,22959157.35885501,17.79947396734733,30.06323160354365,38312.83735831989,185.63491990962055,1715029.0263816714
62845458.443059444,224146712.57138252,22.48575531080474,162.37223791647236,28114185.87807566,16.326277221065144,40.65318308643913,226001.2062182451,171.74519297205688,3696483.1043165815
29053360.782563686,1334365848.4518528,52.64545996575486,161.03044291481757,2007616.7536899447,19.884390695850325,37.00994647876986,116386.39187440276,158.93885138443864,2540218.0990204215
545247292.8659391,1175631338.2647932,30.66100650176736,162.61773696528414,49537874.91118558,15.488047733025835,42.74657227607017,78209.7109593451,212.81766005478713,1911577.7453407645
5830689.41651451,4163646851.456226,40.05700131930602,175.10110231783852,21008960.180915892,18.20121855608822,41.97409686765609,267822.1212615991,142.50936665171247,441723.9156369963
200966011.53815037,8799570537.627546,29.730646786226792,142.38303037019978,20378884.537506383,15.682131755142352,49.08619877073942,16429.916862398386,235.84561456419422,3335147.4488154054
96042945.53195472,5044066640.338363,32.01417114848495,170.4770047442229,5172399.594448507,17.967287715853626,44.2015318744353,309311.43170759367,184.3401113861754,12904161.74505222
56202725.50731897,4932457669.428051,35.87244206605237,163.94459618992445,8633913.286030293,12.306201719892119,47.95487904715297,200395.47885859257,177.4407532785302,2576330.390293151
75423566.21342672,14514706469.232086,35.10961842799006,160.56061503148896,87995638.63513477,17.819708542117496,40.48772088795827,174927.37061435226,138.84039430722936,6994836.721149207
37656808.17887187,256118525.2852738,33.07439788957935,147.93879968679875,40739741.81763347,14.831228631304336,45.71143090689987,215313.42584986534,212.58481105478143,8947548.875165107
169957225.9476209,968069150.1125693,30.30203514856261,165.94173582217047,46083266.40993588,17.184445060393124,38.26879650907611,85392.96183735132,118.69661396493773,1703165.841754526
312640707.9230595,2420866591.8558836,4.521391102012764,151.50943227544133,110190020.21591546,13.374044353667353,38.924541653179524,62768.477947746906,158.72427617811937,19610707.786746625
95752083.267311,288651943.4730675,53.686555003337034,167.84692126807664,52741728.208721295,17.62492273637752,40.52276659184128,525635.2390841914,191.6653500275597,4590601.003518761
118186967.07487106,3664295882.707895,52.90424208243037,159.0509832248658,63821803.68317725,24.97457598199399,32.228154679625966,226844.12799864626,117.0369836515849,8127280.016940952
808202342.2744992,2921284958.65859,23.98918258280768,168.46319724183567,56003609.670088306,20.6215615194576,31.560908606924357,125261.63198053837,155.0863291634438,225927.4332751197
168629946.22675478,1691818268.550348,33.31892477890032,172.61004079383784,18784087.104722857,18.941136384714326,37.96537142804236,344980.06776628876,227.1836091570961,5701231.428238774
193174242.21986774,9441739832.562328,48.75275304712493,162.96261232802055,17014339.49638158,14.142955094855012,30.188481196350878,542967.658092208,236.3554143748347,1504859.6821725368
297055158.80361426,2130330607.7606976,44.98290023052202,157.77601543783996,94368712.13418366,16.974581398800908,40.669778119555275,92491.16880819201,146.9146886006846,9524968.426735565
269608897.1486116,12202805363.87432,47.76601618745772,161.8825777096969,5546107.096597552,15.524985007161733,45.588216189474714,56812.44917213917,235.1553311175098,3167225.68590194
233705796.85175663,6395300515.931903,24.282530818402037,161.32606496785507,68538330.44669093,10.044613315579277,33.82287711871774,3928.818926215172,152.858432776153,815930.909011513
321170468.61160284,2161867169.197649,60.77268096197969,153.06724170944528,64973896.78633274,15.279496308707877,40.36392341105719,186646.3845511699,239.23670261403277,446009.982842952
299348573.7423945,12458722596.960518,23.665400402296726,160.19381786093803,7771073.468029499,15.050385861198205,29.213123943380193,174829.2406936908,161.74309162626304,5408431.989862085
314130509.3790451,3927289242.6461587,42.53916341883288,166.06594865142847,68072985.29683115,15.731109052383143,46.54413007966405,609163.6895797349,133.67330890349155,16695080.063396933
6353548.79229519,10493755162.994745,36.41275980445689,165.791666902006,172422616.17535594,14.403979018878864,37.49977848378457,310414.67486131674,266.8343583367887,7052207.282762685
119569938.25733662,11181469754.617098,30.96289682037969,171.29541739887293,9905399.102717638,17.95548687928935,50.713630285820464,370812.8195087958,159.67830867849918,10712678.23625672
433567949.09563106,1257455617.498151,31.205842018189806,180.9187572312354,41927823.56193722,21.7557417391086,40.292666052463616,159180.7898839794,186.38109395267122,14035181.66309023
101323145.72110772,583189399.9129534,25.086031874689972,171.33671031663866,17965299.519710243,19.466971454031537,53.019018234581154,33209.2833010679,219.9746844190222,1521595.1250866055
51911563.46601447,126611508.89471173,51.226597957568075,182.75786974742056,57325301.8294877,17.980555537505378,42.34420680991697,99649.61040387324,199.56994984774042,1882440.9738738302
519378423.2930613,380543331.93407875,35.89513227762752,161.52074035279693,11697662.21720765,16.16520726275061,38.67234588053119,91087.11369335651,173.20432805490762,2255877.2074989974
245805146.3505054,6012578038.288714,37.59217949214378,181.5066841000033,927875.8213946464,16.227197140823897,47.08445496777054,474924.7643844558,145.72092982552365,7216504.467231155
158136351.77070144,566410478.2044888,37.09632833061035,173.93408907817607,111116832.39530207,19.472567745439562,43.70964519802831,373792.5503625369,99.19967589221136,575641.4728239179
125856015.5518353,4743159636.64508,31.248292469391334,156.08291114765967,20525506.930425763,19.844946698192956,36.111360186097095,188539.95105982607,206.29381466372945,1076578.872743994
250928200.58956763,11984638133.38745,23.659787552449522,172.02171012485223,36544468.670845635,14.224159428706983,44.91575016993154,484902.19561051036,171.90092928620797,23672787.774768814
117736928.44435573,2799375422.7645693,37.53726309683962,155.62307159430523,92393404.89310147,18.849410048509654,44.416115954460075,179029.36655187848,168.4081126700837,2202728.2672934234
225858006.76982486,9660860942.25657,14.06360550041073,177.4723067569171,124406869.42379357,12.450670644777126,42.61042371598191,262938.3221184636,183.99326533083934,740777.7314074337
84072960.54065228,1555854675.8256853,20.814330571643858,162.60253854972416,26184948.650188744,12.42202418566376,37.50475493352439,164690.60852122054,201.02982355991276,5317989.564290703
1442201515.2031424,4148999936.3062887,24.236033050616193,165.63889812963382,12150717.503391206,20.78735000438293,39.648413795986464,157898.05553292698,218.7694119126624,4665187.396830381
169144393.0395074,3574652421.254066,24.21321137327646,161.20463511056766,56978807.59625198,16.110817805505366,46.15203966235593,515117.41389793885,166.75253406311865,1476404.9235874
45108401.30969882,1036308602.5466762,36.071888165670806,159.47821707635703,16307184.705510736,16.10134629829982,47.87281239667109,200623.71821576075,156.0257940693713,1302282.3561914265
220067763.50641495,3093462751.7126503,50.984875483247436,185.02139709196783,22879495.471715927,18.937069059051872,42.08523871041898,261122.21217805392,184.49055524436207,5611941.215821269
449661138.4650032,441221922.3612041,19.846758559350334,177.9180452290277,122744475.76444031,15.410030241562449,34.3518760105545,167840.47725701574,162.0644259003012,3279227.9100976884
272746859.85499865,18591757.83657223,39.336760205966115,174.75213077027448,121962291.74229142,13.460006837552442,45.2766902134201,20148.90577497236,217.2019360346341,1964895.9953337908
115278333.61178637,26744441323.374634,43.995447533210395,168.73619959003938,91472141.62674667,16.415071974958618,41.049253471718814,359007.3160659123,207.92635142041496,3013497.0834478736
545055169.9594927,3168740621.767938,25.104677977111244,175.36333814551807,6610424.211248755,10.874099991910754,47.961601422453576,239396.60291040433,155.21662874910535,2527913.977392018
262432608.52030393,2821635878.6448836,34.47200598477521,174.6171277691595,18929142.31866598,14.58260168938005,28.790017649951768,318694.0610240746,243.08664227996937,5016505.680637567
18118270.02392956,1277781762.211521,43.23610902622057,184.03520598381286,381167196.27515084,15.52977951719735,34.79087892538708,63560.20265715211,213.08461801286265,7535819.634375096
61240770.015865564,3237436818.8902736,32.444908974526115,176.5003977821244,160544173.98412356,11.672311945613231,43.728595089364596,817526.8481996778,183.50257146849074,6700470.9921539435
213442613.9211083,2874488632.6603594,32.793156527487874,165.93810993542485,5202569.796597371,16.554293007812994,30.529455118795397,10405.595693737268,177.43409855889394,1614356.841892004
62703251.18675828,1228258346.6731012,38.07726791210618,165.85107056740105,5653531.606811134,13.801800692068376,59.24083818715043,297075.88630538824,140.56549434786336,2987298.7582348287
194928030.1024938,1389909979.5849423,34.39986746666729,163.31927435663872,63706925.3229952,19.3422325997042,34.03742059112046,50181.4030110836,161.6815312999094,2622556.1928004026
377564663.0506564,5833984832.757535,29.443471100607823,164.36261439184167,31498625.921085477,15.156873890581013,43.13047497439237,162807.4968840139,153.88471783917623,4639341.397932232
112917720.52645683,18140881162.949207,33.61384980539109,165.63316060504474,56208709.15962817,12.726999170055501,27.904180214954536,107803.33373695612,207.53558707710494,5203604.758507074
515392265.8161593,8552540512.335422,53.82839792386471,180.22880749598266,2327284.0150544727,16.7176682132118,55.43536011586539,15902.434661984444,179.07479313963572,3162503.312341869
209539149.5862608,4943994356.407698,43.73668679606028,144.7164036730191,41767742.15674461,15.840346947827468,45.08070801897607,69715.16351215886,127.72906295423185,3031987.0403036475
204888268.3655048,5380843328.1019945,25.854029271723768,160.98154171589658,37048845.21227166,16.120953646696698,36.402650308440954,87078.60196009278,143.0771635228981,3206350.7079146802
205573923.12862763,2058441250.1193583,22.550823776686805,166.67119280633344,8116511.4158035405,16.646364233038522,41.82792200220982,135198.128875345,181.11243392943925,248686.66660040617
56933692.13738053,2214952755.654193,31.40017759317392,155.167415962468,26990543.801869597,14.817936999592199,35.02665984883907,191218.48834027012,136.96782274370526,21213230.43307251
312610377.72703654,7915652887.475612,48.287747009479844,184.19100610105534,76671804.16607119,15.020227378618106,27.963860402330845,562301.9098899461,158.06431436097893,8204628.24456898
8417658.594320023,1011253900.360316,37.92679118416953,165.66051698988142,35784053.14846397,17.944011455064736,32.373788380736784,183412.02995816586,150.75643733166822,200387.57240399718
19726177.960678678,3920760620.1753626,27.984947631593386,156.83081868786408,18974104.057997465,20.8802110488911,33.62006498160992,107924.55705697121,191.15775867495415,13274117.977659585
19713862.426579,4236006427.6300673,43.8223456781802,159.08386213189326,48800938.946888454,10.222918679511004,47.98941427426184,308645.91485071665,255.9787623636986,2202780.849765986
56077032.26011713,1536877271.719277,33.66629611277108,176.7239516251344,18664037.27326542,15.592958762456472,43.263461517728864,1487783.4281975275,185.05747047552347,505330.8863798799
59157391.73069596,4023591274.4903855,23.79321500708582,186.6900934050409,22770723.281428218,18.939046914786406,37.407281843759115,20785.313109782073,151.68689988629023,11801876.620690705
194485929.7862077,2129560930.1887453,39.61192454211788,166.7573149618776,8340134.681202471,12.462364203697948,38.206194969672694,639656.679298649,127.05522157265625,3907139.664307696
184805444.80586293,1133536521.8110383,50.24142810178812,169.07028807376312,36860539.46950352,19.500440123670014,47.50585825744658,770431.2394884351,131.53032808922885,19597113.38288367
328480905.3444246,7216350454.416992,39.344682981328276,158.51464939944896,106187185.73193432,14.862317754108187,32.97057721864013,218516.6973536635,232.72827811933567,265778.0284062028
323982553.5397578,10997787964.831474,36.920003711389285,181.16644710729182,14373639.029588645,18.123256364252022,44.19582311887046,172964.93555510286,176.85926745503394,6847437.70377195
507229107.9656554,1276327524.3188887,28.43756871582942,175.22656926345968,78615178.0704868,20.42129733430523,33.459442117915415,561192.2964117624,227.07005990910892,13965700.48076366
304309924.67511183,3459517303.854227,40.68398530869528,144.7074653714247,3061522.776260972,18.69573050006898,45.01657657221688,13588.374396196052,226.3566026050285,3662952.4498940115
76002840.6046331,7053295857.315165,24.294294651096145,161.54767454182473,19040973.2516855,19.64294506919622,48.798581840928065,56357.91830718517,237.32639358771365,6631074.1750285635
47702593.356370926,3361911280.080676,18.468509755191086,165.6588250565847,49052198.74283097,9.376518824830601,36.938366624488545,21084.52022075653,114.57088932579607,3799866.5159217636
93297484.71248125,5710720107.68062,34.56647231506246,156.91839326619476,26478236.238472164,12.179911589035605,43.19780781352456,15211.627292042356,88.06038371264242,727808.5243888199
8454290.311783552,5109506570.524038,34.65406494200962,165.26775824397842,37634086.047992714,17.74439997366789,24.56110177309729,12919.103540480137,180.18738725319182,3454677.7978539467
63935379.87023592,1447363307.2338998,58.65055532002811,156.66558845735807,2679894.5681755007,13.26765760542354,42.26691733514022,139120.27067595962,126.83530983512468,2954337.790142745
128722184.0582788,1768495778.7732794,22.836526921081013,171.59307953730573,20133013.743907213,14.344376513497139,42.20079660893028,58043.18659590998,211.1383843274393,5587916.255465674
114512620.68003416,8142037242.230894,36.70906323349044,171.35644763865136,23165342.02455984,20.15266673993397,42.97943365331716,262384.87399274355,198.22607301442238,2086430.3782582283
43211100.508415736,3458510055.206716,43.05053093622193,176.1098435313938,27884956.77523315,16.349482371169106,48.51433893516319,132286.38777509332,183.99306299743083,1071528.1397210653
899734679.559126,9072452517.873232,45.50592844115885,172.1645613593357,60507074.78797497,16.13595363544951,33.32506302873533,28970.935940742493,178.27531052674638,12407100.542893391
371418110.63695437,16862907930.368427,34.89275515340677,183.94114038853863,55543520.20634772,15.263243103953213,49.79562924734189,106794.13937032223,205.38046173566713,164812.50700653603
137091727.55479813,2018971491.2131674,27.567438585707485,164.138621227119,36644597.221779115,11.206313443850725,33.275261616507336,552632.3523120356,214.19481951636368,1424716.0567902029
287890525.2289483,184672493.4875965,34.34215948130013,146.4669663256357,24553375.248797238,10.358278104914882,28.555248083419755,15397.397767156404,223.88016589964664,205977.97536608766
346230796.71036446,3788285571.8717585,54.39755991937159,168.25659213079888,84906471.98212267,15.34670126850888,55.44138589951113,386939.6298955727,179.52301895172295,14556971.977193758
248956659.98661762,973776634.7825527,39.82739008175833,174.49848845025497,157846048.83843902,17.064216384808308,45.7150677899274,136577.6172839105,132.76966833528368,426264.34107757895
292660112.00852424,2955760841.7235317,14.555229274419261,163.98764400487198,856781.0524255037,12.043165656541067,45.34432433812101,90373.62336342632,182.26989584509434,9070725.09596956
307478795.70677286,1892860375.8104146,49.23459128650249,182.00876477632912,2758067.560072741,10.576659708530153,44.41851869648384,9933.333471417427,210.37467699708,1635926.116141094
919825.304299593,5080524113.619426,40.40502660915081,178.9476867868607,65146384.851769224,19.826527410757308,38.53901841369025,227401.72426307446,171.62814575912398,2984115.3137385845
221753093.59187132,3481709389.79089,34.66428228162475,173.37493298921214,183156994.9991286,17.52099505335751,47.06074467630558,21894.823294132948,160.88985142236794,14903288.480858047
59994063.52639198,408789223.6091566,34.82136378889901,168.6977475777461,256770.59787561078,17.44628461506902,50.05177392914534,223.2565151200443,181.53323866248365,3298057.22925812
238400601.40097386,130103167.96730842,33.50210280206597,162.48499366806215,37744151.462519266,18.751289493324595,29.06817663481378,371552.3861180592,177.65922728558974,720775.8515141904
